store_name,website,rating,number_of_reviews,category
Babolat,babolat.com,2.8,6,Sports
Absolutesnow,absolutesnow.com,2.8,5,Sports
Ski Country Sports,skicountrysports.com,2.8,5,Sports
teninow.com,teninow.com,2.8,5,Sports
Backcountry,backcounty.com,2.8,4,Sports
Play N Learn,playnlearn.com,2.8,4,Sports
Gamegolf,gamegolf.com,2.8,4,Sports
underdogkits.com,underdogkits.com,2.8,4,Sports
Rareif,www.rareif.com,2.8,4,Sports
Sports Directory,sportsdirectory.com,2.8,3,Sports
Vbetlatam,vbet.lat,2.8,3,Sports
Spirit Fitness,www.spiritfitness.com,2.8,3,Sports
Fotbollsonline,www.fotbollsonline.com,2.8,3,Sports
Poole Harbour W.,www.pooleharbour.co.uk,2.8,3,Sports
247Sports,247sports.com,2.8,3,Sports
Cricketshop,cricketshop.eu,2.8,3,Sports
dita-hockey.com,dita-hockey.com,2.8,3,Sports
Skiset France,skiset.com,2.8,3,Sports
Motiv,mymotiv.com,2.8,3,Sports
Itcalcioshop,www.itcalcioshop.com,2.8,3,Sports
fitnessconnection.com,fitnessconnection.com,2.8,3,Sports
Apaceracing,apaceracing.com,2.8,3,Sports
gymted.com,gymted.com,2.8,3,Sports
Dechatlon,dechatlon.ro,2.8,3,Sports
store.fifa.com,store.fifa.com,2.8,3,Sports
feelopus.com,feelopus.com,2.8,3,Sports
Loveshop,loveshop.fun,2.8,3,Sports
Rugbycalais,rugbycalais.com,2.8,3,Sports
Sportsalpin,sportsalpin.com,2.8,3,Sports
Magneto Electric Skateboard,magnetoelectricskateboard.com,2.8,3,Sports
The Fitness Armory,thefitnessarmory.com,2.8,3,Sports
treadly.co,www.treadly.co,2.8,3,Sports
declicfitness,declicfitness.com,2.8,3,Sports
Salestoic,salestoic.com,2.8,3,Sports
Pro Hockey Life,prohockeylife.com,2.8,3,Sports
Ebbets,www.ebbets.com,2.8,3,Sports
Bath Rugby,www.bathrugby.com,2.8,3,Sports
Texas Family Fitness,texasfamilyfitness.com,2.8,3,Sports
Divers Supply,divers-supply.com,2.8,3,Sports
Valhallafitness,www.valhallafitness.co.uk,2.8,3,Sports
Activepowersports,activepowersports.com,2.8,3,Sports
Bushnell,bushnell.com,2.8,3,Sports
MotocrossGiant,www.motocrossgiant.com,2.8,3,Sports
FITVDS,fitvds.com,2.8,3,Sports
BH Fit,bh-fit.co.uk,2.8,3,Sports
Alpha Nation,alphanation.com,2.8,3,Sports
Onlinegolf118,onlinegolf118.com,2.8,3,Sports
Moverace,www.moverace.com,2.8,3,Sports
Skateboard Sales,www.skateboard-sales.com,2.8,3,Sports
Hebestorm,hebestorm.com,2.8,3,Sports
YC Sports,www.ycsports.com,2.8,3,Sports
bellsofsteel.com,bellsofsteel.com,2.8,3,Sports
Power Systems,power-systems.com,2.8,3,Sports
WorldSoccerShop,worldsoccershop.com,2.7,1316,Sports
ADS Sports Eyewear,adseyewear.com,2.7,830,Sports
Mundodeportemadrid,www.mundodeportemadrid.com,2.7,57,Sports
United Arts Sporting Goods,unitedartssportinggoods.com,2.7,55,Sports
worqout.mx,worqout.mx,2.7,45,Sports
Monarmurerieenligne,monarmurerieenligne.com,2.7,25,Sports
Sveltus,sveltus.com,2.7,20,Sports
Club Metropolitan Gimnasios - Gimnasio y Fitness,clubmetropolitan.net,2.7,18,Sports
Pilapod,pilapod.com,2.7,15,Sports
One Punch,one-punch.co,2.7,13,Sports
Ice Warehouse,icewarehouse.com,2.7,13,Sports
KBAcoach,kbacoach.com,2.7,11,Sports
Pissei,www.pissei.com,2.7,11,Sports
WeShape,weshape.com,2.7,11,Sports
Trideer,www.trideer.com,2.7,8,Sports
Aquamarina,www.aquamarina.com,2.7,8,Sports
Zapasrun,www.zapasrun.com,2.7,8,Sports
Vipangler,vipangler.com,2.7,6,Sports
BXR London,bxrlondon.com,2.7,6,Sports
EHU,adolfot.com,2.7,6,Sports
Mirror,mirror.co,2.7,6,Sports
cadoo.io,cadoo.io,2.7,5,Sports
Camisetassportclub,camisetassportclub.com,2.7,5,Sports
decathlon.re,decathlon.re,2.7,4,Sports
medicalsupplyall.com,medicalsupplyall.com,2.7,4,Sports
PremiumRopes,www.premiumropes.com,2.7,4,Sports
Penny Skateboards,pennyskateboards.com,2.7,4,Sports
Roligshopping,roligshopping.com,2.7,4,Sports
Vittoria,vittoria.com,2.7,4,Sports
Geartrade.com,geartrade.com,2.6,211,Sports
Happy Bodies,www.happybodies.com,2.6,150,Sports
FightCamp,joinfightcamp.com,2.6,143,Sports
"CNC Fabrication, LLC™",www.cncfab.us,2.6,125,Sports
Rep Fitness,www.repfitness.com,2.6,119,Sports
GolfEtail.com,www.golfetail.com,2.6,117,Sports
Liverpool FC,www.liverpoolfc.tv,2.6,66,Sports
Tennis Warehouse,www.tennis-warehouse.com,2.6,59,Sports
Gear.com,gear.com,2.6,49,Sports
US Fitness Supply,usfitnesssupply.com,2.6,39,Sports
Black Diamond Equipment,eu.blackdiamondequipment.com,2.6,38,Sports
runforall.com,www.runforall.com,2.6,38,Sports
Athleteps,athleteps.eu,2.6,26,Sports
Dreamruns,dreamruns.com,2.6,23,Sports
Deepdivewellness,deepdivewellness.com,2.6,23,Sports
Target Sports USA,targetsportsusa.com,2.6,21,Sports
GOROWINGO,gorowingo.com,2.6,20,Sports
WARQ airsoft,www.warq.eu,2.6,17,Sports
kruxgolf.com,www.kruxgolf.com,2.6,16,Sports
Rapunzel,bobleisure-canada.com,2.6,15,Sports
Lax.com,lax.com,2.6,13,Sports
UPRIGHT,www.uprightpose.com,2.6,10,Sports
Goform,goform.nu,2.6,8,Sports
MLB,yankees.com,2.6,6,Sports
Lintelek,lintelek.com,2.6,6,Sports
SPORT DEPOT,www.sportdepot.bg,2.6,6,Sports
Total Gym® Official Site,totalgym.com,2.6,5,Sports
Maillotsdefoot,maillotsdefoot.net,2.6,5,Sports
Padelandhelp,www.padelandhelp.com,2.6,5,Sports
Twice The Speed,twicethespeed.com,2.6,5,Sports
American Sailing Association,asa.com,2.6,5,Sports
Runner's World,www.runnersworld.com,2.6,5,Sports
Bliz - Protective Sports Gear,bliz.com,2.6,5,Sports
X Sport,x-sport.org,2.6,4,Sports
Ritfitsports,www.ritfitsports.com,2.6,4,Sports
Myxfitness,www.myxfitness.com,2.6,4,Sports
Omnimarketus,omnimarketus.com,2.6,4,Sports
Bodi,www.bodi.com,2.6,4,Sports
hqpornt.com,www.hqpornt.com,2.6,4,Sports
Truefitways,truefitways.com,2.6,4,Sports
alpine-luddites.myshopify.com,alpine-luddites.myshopify.com,2.6,4,Sports
Buyfitnessonline,www.buyfitnessonline.com,2.6,4,Sports
Selle Italia,www.selleitalia.com,2.6,4,Sports
playsstar.com,playsstar.com,2.6,4,Sports
Pebble,www.getpebble.com,2.6,4,Sports
AL BAKER's XRs ONLY,www.xrsonly.com,2.6,4,Sports
Synergy Wetsuits,synergywetsuits.com,2.6,4,Sports
Matchmoor Riding Centre,www.matchmoor.co.uk,2.6,4,Sports
Wilsongolf,wilsongolf.com,2.6,4,Sports
shop.thehundred.com,shop.thehundred.com,2.6,4,Sports
soccerwearhouse.com,soccerwearhouse.com,2.6,4,Sports
Trimaxevents,www.trimaxevents.com,2.6,4,Sports
Global Fitness and Leisure,gflgroup.com.au,2.6,4,Sports
Gearshopnzsales,www.gearshopnzsales.com,2.6,4,Sports
LeatherUp.com,www.leatherup.com,2.5,6659,Sports
Road Runner Sports,www.roadrunnersports.com,2.5,1096,Sports
Anytime Fitness,anytimefitness.com,2.5,390,Sports
Wahoo Fitness,www.wahoofitness.com,2.5,266,Sports
Teva,www.teva.com,2.5,226,Sports
Global Surf Industries,surfindustries.com,2.5,167,Sports
Grivet Outdoors,grivetoutdoors.com,2.5,156,Sports
B&G,www.bandg.com,2.5,140,Sports
Nordicagolf,www.nordicagolf.com,2.5,135,Sports
PYTHON OPTIC,pythonoptic.com,2.5,119,Sports
Century Martial Arts,centurymartialarts.com,2.5,117,Sports
virtualrunners.org,virtualrunners.org,2.5,94,Sports
Skinprotectbike,www.skinprotectbike.com,2.5,60,Sports
Steiner Sports,www.steinersports.com,2.5,59,Sports
Shindefender,shindefender.com,2.5,46,Sports
speediance.com,www.speediance.com,2.5,27,Sports
YBLGoods LLC,yblgoods.com,2.5,26,Sports
pumpgyms.com,pumpgyms.com,2.5,23,Sports
Wolflocker,wolflocker.com,2.5,22,Sports
GalaxorStore.com,galaxorstore.com,2.5,19,Sports
44progloves.com,www.44progloves.com,2.5,17,Sports
Marcy Fitness,marcypro.com,2.5,15,Sports
BodyBoss,www.bodyboss.com,2.5,13,Sports
Atomic Skis,atomic.com,2.5,13,Sports
Flybird Fitness,flybirdfitness.com,2.5,13,Sports
Stryd,stryd.com,2.5,12,Sports
KJUS,kjus.com,2.5,9,Sports
Gracie Barra,graciebarra.com,2.5,8,Sports
Spalding,spalding.com,2.5,8,Sports
mypass.ski,mypass.ski,2.5,8,Sports
Heroic,heroic.gg,2.5,7,Sports
Stingsports,stingsports.com.au,2.5,6,Sports
ikonpass.com,ikonpass.com,2.5,6,Sports
Winmau Dartboard Company Ltd,winmau.com,2.5,6,Sports
Xenith,xenith.com,2.5,6,Sports
Thrasher Magazine,www.thrashermagazine.com,2.5,6,Sports
Hayabusa,hayabusafight.com,2.5,6,Sports
Likesporting,www.likesporting.com,2.5,6,Sports
TrainerRoad,trainerroad.com,2.5,6,Sports
Fanatiz,fanatiz.com,2.5,6,Sports
Rackets Kingdom,racketskingdom.com,2.5,6,Sports
Gymiva,gymiva.com,2.5,5,Sports
Asvance,asvance.com,2.5,5,Sports
terracegear.com,terracegear.com,2.5,5,Sports
f1tv.vip,f1tv.vip,2.5,5,Sports
Quicken Support Number,quickentech.com,2.5,5,Sports
Airsoft Club,www.airsoft-club.com,2.5,5,Sports
Cramponsdia,www.cramponsdia.com,2.5,5,Sports
exercise2health.com,exercise2health.com,2.5,5,Sports
Wyscout,wyscout.com,2.5,5,Sports
Svetness,www.svetness.com,2.5,5,Sports
Sparks Fitness Equipment,sparksfitness.net,2.5,5,Sports
Hally,www.hallydesigns.com,2.5,5,Sports
toughmudder.com,toughmudder.com,2.5,5,Sports
Salomonidenmark,www.salomonidenmark.com,2.5,5,Sports
SX Sports Teamwear,www.sxsports.co.uk,2.5,5,Sports
forbgolf.co.uk,www.forbgolf.co.uk,2.5,5,Sports
sportsspotter.com,www.sportsspotter.com,2.5,5,Sports
Vigourhub,vigourhub.com,2.5,5,Sports
avalanchegearfanstore.com,avalanchegearfanstore.com,2.5,5,Sports
Dondly,dondly.com,2.5,5,Sports
MotoMummy,www.motomummy.com,2.4,3176,Sports
Supreme Golf,www.supremegolf.com,2.4,286,Sports
Superiorpowersports,www.superiorpowersports.com,2.4,280,Sports
FullMusculo.com,fullmusculo.com,2.4,188,Sports
Boardsforless,www.boardsforless.com,2.4,47,Sports
Selectkits,selectkits.com,2.4,31,Sports
The Ski Bum,www.theskibum.com,2.4,24,Sports
The best adjustables dumbells,nuobell.ca,2.4,24,Sports
Chicago Knife Works,chicagoknifeworks.com,2.4,23,Sports
Tracksmith,tracksmith.com,2.4,21,Sports
gran-turismo.com,www.gran-turismo.com,2.4,20,Sports
Sports Fans Merchandise,sportsfansmerchandise.com,2.4,16,Sports
Meltzer Sports,meltzersports.com,2.4,16,Sports
Manchester City,mancity.com,2.4,13,Sports
Ultrasport,ultrasport.net,2.4,11,Sports
Gymbestmusic,gymbestmusic.com,2.4,11,Sports
Fitness24Seven,se.fitness24seven.com,2.4,8,Sports
Corepower Yoga,corepoweryoga.com,2.4,8,Sports
Soft-Ride Equine Comfort Boots,www.softrideboots.com,2.4,7,Sports
Vestarboard,vestarboard.com,2.4,7,Sports
Arenastrength,arenastrength.com,2.4,7,Sports
pulsefitness.com,pulsefitness.com,2.4,7,Sports
Precor,precor.com,2.4,6,Sports
Baseball Savings,baseballsavings.com,2.4,6,Sports
waa-ultra.com,waa-ultra.com,2.4,6,Sports
Diyelectricskateboard,diyelectricskateboard.com,2.4,6,Sports
Megafitness.Shop,www.megafitness-shop.info,2.4,6,Sports
GolfHQ,golfhq.com,2.3,1161,Sports
American Golf,americangolf.com,2.3,64,Sports
stretchzone.com,stretchzone.com,2.3,42,Sports
Classic Jersey,classic-jersey.com,2.3,33,Sports
Connect Garmin,connect.garmin.com,2.3,29,Sports
nohrd.com,nohrd.com,2.3,24,Sports
Golf Anything Outlet,golfanything.com,2.3,23,Sports
Arccos Golf,arccosgolf.com,2.3,22,Sports
Football Authentica,www.football-authentica.co.uk,2.3,20,Sports
JOOLA USA,joolausa.com,2.3,20,Sports
Fpinsoles,fpinsoles.com,2.3,17,Sports
Sporttore,sporttore.com,2.3,17,Sports
Theanabolicstore,theanabolicstore.com,2.3,15,Sports
FootStar,www.footstar.org,2.3,13,Sports
Kirkpatrick Leather Co.,kirkpatrickleather.com,2.3,12,Sports
FORM,www.formswim.com,2.3,11,Sports
Fit4lessusa,fit4lessusa.com,2.3,10,Sports
Genesis Health Clubs,www.genesishealthclubs.com,2.3,9,Sports
Jerseyocean,jerseyocean.com,2.3,9,Sports
Footjoysnederland,www.footjoysnederland.shop,2.3,8,Sports
Leaderfit',leaderfit-equipement.com,2.3,8,Sports
Fireforce Ventures,fireforceventures.com,2.3,8,Sports
pelicansport.com,pelicansport.com,2.3,8,Sports
Magasin Latulippe,www.latulippe.com,2.3,7,Sports
Warstic,warstic.com,2.3,7,Sports
Steriodoutlet,steriodoutlet.com,2.3,7,Sports
TenPoint Crossbow Technologies,www.tenpointcrossbows.com,2.3,7,Sports
DeMarini Sports,www.demarini.com,2.3,7,Sports
Budweiser,budweiser.cz,2.3,7,Sports
LIT Method,litmethod.com,2.3,7,Sports
Bowls4u,bowls4u.com,2.3,7,Sports
Futebolclubeloja,www.futebolclubeloja.com,2.3,7,Sports
US Baseball Academy,usbaseballacademy.com,2.3,7,Sports
Skijacketnl,skijacketnl.com,2.3,7,Sports
omadagolf.com,omadagolf.com,2.3,7,Sports
Flyingfolk,www.flyingfolk.com,2.3,7,Sports
Moultrie Products,moultriefeeders.com,2.3,7,Sports
Hollowsocks,hollowsocks.com,2.3,7,Sports
chargeball.com,chargeball.com,2.3,7,Sports
Autosport,autosport.com,2.3,7,Sports
Mountainbikingshop,mountainbikingshop.com,2.3,7,Sports
Ontimefit,ontimefit.com,2.3,6,Sports
gyms1.com,www.gyms1.com,2.3,6,Sports
hoppernow.com,hoppernow.com,2.3,6,Sports
yoga-go.fit,yoga-go.fit,2.3,6,Sports
justgolfstuff.com,justgolfstuff.com,2.3,6,Sports
Soccerclasico,soccerclasico.com,2.3,6,Sports
DIR,dir.cat,2.3,6,Sports
Seguridadsocial,seguridadsocial.com,2.3,6,Sports
ZORROJERSEY,www.zorrojersey.com,2.3,6,Sports
Repsuk,repsuk.org,2.3,6,Sports
Rusty Wallace Racing Experience,racewithrusty.com,2.2,1945,Sports
Tough Mudder,toughmudder.co.uk,2.2,208,Sports
Callaway Pre-Owned,www.callawaygolfpreowned.com,2.2,67,Sports
Superfootballshirts,superfootballshirts.com,2.2,64,Sports
TeamUp,goteamup.com,2.2,52,Sports
ChillPod USA,chillpod-usa.com,2.2,41,Sports
onair-fitness.fr,onair-fitness.fr,2.2,37,Sports
Soccerarmor,soccerarmor.com,2.2,36,Sports
BodBot,www.bodbot.com,2.2,30,Sports
Oly Fitness,www.oly-fitness.com,2.2,28,Sports
ANSgear.com,www.ansgear.com,2.2,27,Sports
Trusted Jersey,trustedjersey.com,2.2,25,Sports
EFZ,e-streetbikes.com,2.2,23,Sports
Bicistickers,bicistickers.com,2.2,20,Sports
mcsgearup.com,mcsgearup.com,2.2,19,Sports
Kimonosport,kimonosport.com,2.2,12,Sports
Oystercooler,oystercooler.com,2.2,10,Sports
Cobra Golf,cobragolf.com,2.2,10,Sports
solostrength.com,solostrength.com,2.2,9,Sports
Primegolfcars,www.primegolfcars.com,2.2,9,Sports
Vodfullhd,vodfullhd.com,2.2,8,Sports
Homeofpoi,www.homeofpoi.com,2.2,8,Sports
Corezonesports,www.corezonesports.co.uk,2.2,8,Sports
Aovo,aovo.com,2.2,8,Sports
cubii.com,www.cubii.com,2.2,8,Sports
Nu-Fit,nu-fit.co.uk,2.2,8,Sports
nikefactory.org,nikefactory.org,2.2,8,Sports
BodyPower,www.bodypower.com,2.2,8,Sports
Abbeyarchery,abbeyarchery.com.au,2.2,8,Sports
National Sports,nationalsports.com,2.2,8,Sports
Premier League,fantasy.premierleague.com,2.1,227,Sports
GYMTECH,trygymtech.com,2.1,172,Sports
Zwift,zwift.com,2.1,152,Sports
PGS Gold & Coin,pgsgoldandcoin.com,2.1,146,Sports
Rogue Fitness,roguefitness.com,2.1,125,Sports
Pool Supply Delivery,poolsupplydelivery.com,2.1,111,Sports
TITLE Boxing,www.titleboxing.com,2.1,46,Sports
Range USA,rangeusa.com,2.1,32,Sports
Blink Fitness,blinkfitness.com,2.1,30,Sports
Manduka,manduka.com,2.1,28,Sports
Warriormade,warriormade.com,2.1,26,Sports
Mega Knife,megaknife.com,2.1,25,Sports
Ymca,www.ymca.org.sg,2.1,23,Sports
Turner's Outdoorsman,turners.com,2.1,19,Sports
Orangetheory,orangetheory.com,2.1,19,Sports
1610,www.1610.org.uk,2.1,18,Sports
Atlético de Madrid,shop.atleticodemadrid.com,2.1,18,Sports
Martial Gear,martialgear.com,2.1,18,Sports
9Round,www.9round.com,2.1,17,Sports
Fortressboxing,fortressboxing.com,2.1,15,Sports
Cheapsurfgear,cheapsurfgear.com,2.1,15,Sports
sunnyskate.com,sunnyskate.com,2.1,15,Sports
Evolve Skateboards,evolveskateboardsusa.com,2.1,14,Sports
Crosman,crosman.com,2.1,13,Sports
Aspria,www.aspria.com,2.1,11,Sports
2pure,www.2pure.co.uk,2.1,11,Sports
Dyacofitness,www.dyacofitness.co.uk,2.1,10,Sports
MaxiClimber,maxiclimber.com,2.1,10,Sports
"Extreme Motor Sales, Inc",extrememotorsales.com,2.1,10,Sports
The Soccer IntelliGym,soccer.intelligym.com,2.1,9,Sports
Ilesek,ilesek.com,2.1,9,Sports
Pricepoint,pricepoint.com,2.1,9,Sports
DonJoy Performance,www.donjoyperformance.com,2.1,9,Sports
Opentip.com,www.atafa.com,2.1,9,Sports
Sole Fitness,soletreadmills.com,2.0,1074,Sports
Play Netball,play-netball.co.uk,2.0,314,Sports
Pools Etc,www.poolsinc.com,2.0,96,Sports
247sport.net,247sport.net,2.0,86,Sports
sportsandleisure.uk.com,sportsandleisure.uk.com,2.0,44,Sports
FITE,www.fite.tv,2.0,42,Sports
mozaracing.com,mozaracing.com,2.0,33,Sports
La Sportiva,lasportiva.com,2.0,30,Sports
ArcticPod,arcticpodstore.com,2.0,27,Sports
SKATES.GURU,skates.guru,2.0,24,Sports
"3Balls, LLC",www.3balls.com,2.0,21,Sports
Blackdiamond,blackdiamond.com,2.0,20,Sports
WOO Sports,woosports.com,2.0,19,Sports
Francobordo.com,francobordo.com,2.0,19,Sports
Extremeinn,extremeinn.com,2.0,17,Sports
Exercise4less,www.exercise4less.co.uk,2.0,17,Sports
Inexpensivejetskirentalmiami,inexpensivejetskirentalmiami.com,2.0,16,Sports
Penaltybox,penaltybox.com,2.0,14,Sports
Pelotoncycle,pelotoncycle.com,2.0,13,Sports
Fatdaddy,ridefatdaddy.com,2.0,12,Sports
Top of the Range,top-of-the-range.co.uk,2.0,12,Sports
simplygym.net,simplygym.net,2.0,11,Sports
ChoicePaintballGuns,www.choicepaintballguns.com,2.0,11,Sports
ABC Financial,abcfinancial.com,2.0,11,Sports
Thriftynickel.biz,www.thriftynickel.biz,2.0,11,Sports
Total Combat,totalcombat.net,2.0,11,Sports
Hdsfit,hdsfit.com,2.0,10,Sports
Eccoespana,eccoespana.com,2.0,10,Sports
Soccer Dope,www.soccerdope.com,2.0,10,Sports
Gymeltics,gymeltics.com,2.0,10,Sports
SportDirect,beesactive.com,2.0,10,Sports
ERIK'S Bike - Board - Ski,eriksbikeshop.com,1.9,1690,Sports
Gym Source,gymsource.com,1.9,599,Sports
KoreHealthOfficial,korehealthofficial.com,1.9,134,Sports
GlobalGolf,www.globalgolf.com,1.9,104,Sports
PGA TOUR Superstore,pgatoursuperstore.com,1.9,64,Sports
TeamSoccerJerseys.com,teamsoccerjerseys.com,1.9,54,Sports
Simms Fishing Products,simmsfishing.com,1.9,39,Sports
Ulysse Archerie,www.ulysse-archerie.com,1.9,37,Sports
Golf Galaxy,www.golfgalaxy.com,1.9,35,Sports
Defender Industries,defender.com,1.9,34,Sports
Fiton,fiton.app,1.9,26,Sports
nrggym.com,nrggym.com,1.9,25,Sports
Scubapro,scubapro.com,1.9,23,Sports
Empire Tactical,empiretacticalgear.com,1.9,23,Sports
Skinfox,skinfox.com,1.9,21,Sports
Tennischannel,tennischannel.com,1.9,19,Sports
Black Diamond Equipment,blackdiamondequipment.com,1.9,19,Sports
CCM Hockey,ccmhockey.com,1.9,18,Sports
Wilson,wilson.com,1.9,18,Sports
Gmsticker,www.gmsticker.com,1.9,18,Sports
Adventure Parc Snowdonia,surfsnowdonia.com,1.9,17,Sports
U80soccer,u80soccer.com,1.9,16,Sports
NBC Sports,profootballtalk.nbcsports.com,1.9,15,Sports
Getfitway,getfitway.com,1.9,14,Sports
Jason Fitzgerald,strengthrunning.com,1.9,13,Sports
Lycaonboard,lycaonboard.com,1.9,13,Sports
Cbssports,shop.cbssports.com,1.9,13,Sports
Footballamerica,www.footballamerica.com,1.9,12,Sports
Thesnorkling,thesnorkling.com,1.9,12,Sports
Moov,moov.cc,1.9,12,Sports
TriSports.com,www.trisports.com,1.8,1950,Sports
Burton Snowboards,burton.com,1.8,207,Sports
Ad4m,ad4m.com,1.8,132,Sports
Spinlister,spinlister.com,1.8,114,Sports
Sport Next,sport-next.net,1.8,80,Sports
Profootx,profootx.com,1.8,73,Sports
Ultimate Golf Carts,ultimategolfcarts.com,1.8,58,Sports
Reach Sport Shop - UK,www.reachsportshop.com,1.8,50,Sports
Tonal,tonal.com,1.8,46,Sports
eosfitness.com,eosfitness.com,1.8,33,Sports
Bodytrainerx,bodytrainerx.com,1.8,31,Sports
Snap Fitness,www.snapfitness.com,1.8,29,Sports
Rapid Athletic,rapidathletic.com,1.8,25,Sports
Barsonyholsters,barsonyholsters.com,1.8,23,Sports
Bright Cycling,brightcycling.co.uk,1.8,23,Sports
Bootysprout,bootysprout.eu,1.8,20,Sports
Keilys,keilys.com,1.8,20,Sports
litheskateboards.com,litheskateboards.com,1.8,16,Sports
Liveguiders,liveguiders.com,1.8,16,Sports
Graphics and More,graphicsandmore.com,1.8,15,Sports
Formula 1,tickets.formula1.com,1.8,15,Sports
ticipatio.store,ticipatio.store,1.8,15,Sports
Raww,rawwgear.com,1.8,14,Sports
Naturebitesback,www.naturebitesback.com,1.8,14,Sports
Fanatics,www.footballfanatics.com,1.7,594,Sports
Sportsman's Guide,www.sportsmansguide.com,1.7,566,Sports
Crunch Fitness,crunch.com,1.7,354,Sports
REI,www.rei.com,1.7,351,Sports
Strava,strava.com,1.7,335,Sports
Club Factory,m.clubfactory.com,1.7,243,Sports
Trekinn,trekinn.com,1.7,227,Sports
Hot Football Tickets,www.hotfootballtickets.com,1.7,203,Sports
Aspire Gear,aspiregear.com,1.7,201,Sports
Fit2Run-The Runner's Superstore,www.fit2run.com,1.7,121,Sports
JERSEY LOCO,jerseyloco.com,1.7,120,Sports
Outsidethedocks,outsidethedocks.com,1.7,117,Sports
Findanymanual,findanymanual.com,1.7,109,Sports
Future Motion,onewheel.com,1.7,100,Sports
Club Pilates,clubpilates.com,1.7,87,Sports
MARCA,www.marca.com,1.7,85,Sports
Sportdeal,sportdeal.nl,1.7,72,Sports
24 Hour Fitness,www.24hourfitness.com,1.7,58,Sports
Callawaygolf,shop.callawaygolf.com,1.7,49,Sports
Youfit,youfit.com,1.7,48,Sports
Rawlings Sporting Goods,www.rawlings.com,1.7,32,Sports
X31 Sports,x31sports.com,1.7,23,Sports
dynafit.com,www.dynafit.com,1.7,22,Sports
Rwcstore,www.rwcstore.com,1.7,22,Sports
Soccershopclub,www.soccershopclub.com,1.7,21,Sports
Insportline,insportline.eu,1.7,21,Sports
Mares,mares.com,1.7,18,Sports
Clever Training,clevertraining.com,1.7,18,Sports
Roposhsale,www.roposhsale.com,1.7,17,Sports
BlackRapid,www.blackrapid.com,1.6,857,Sports
Nflshop,www.nflshop.com,1.6,789,Sports
GoKarts USA®,gokartsusa.com,1.6,711,Sports
Formula 1,f1tv.formula1.com,1.6,693,Sports
DICK'S Sporting Goods,www.dickssportinggoods.com,1.6,615,Sports
Stellarkits,stellarkits.com,1.6,179,Sports
Tiny Dancer Studio,www.kw.com,1.6,165,Sports
Echelon Fitness,echelonfit.com,1.6,160,Sports
Blue Sky Cycling,blueskycycling.com,1.6,157,Sports
Leeds United,shop.leedsunited.com,1.6,76,Sports
FC Barcelona,www.fcbarcelona.com,1.6,67,Sports
Mistral,mistral.com,1.6,63,Sports
playtomic.io,www.playtomic.io,1.6,56,Sports
NFLHDTV.COM,nflhdtv.net,1.6,41,Sports
Football Univers,football-univers.com,1.6,36,Sports
Dripex,dripex.co.uk,1.6,36,Sports
Quiksilver,quiksilver.com,1.6,33,Sports
MLB,mlb.com,1.6,32,Sports
Verv,verv.com,1.6,29,Sports
Bushnell Golf,www.bushnellgolf.com,1.6,28,Sports
footballkitsdirect.com,www.footballkitsdirect.com,1.6,26,Sports
Souly,souly.store,1.6,24,Sports
Gimfive,www.gimfive.com,1.6,24,Sports
ProjectJawline,projectjawline.com,1.6,23,Sports
Primafitclub,primafitclub.com,1.6,22,Sports
FootJoy,footjoy.com,1.6,21,Sports
VASA Fitness,vasafitness.com,1.5,290,Sports
Ideal Image,idealimage.com,1.5,213,Sports
Sports Technology,sportstech.uk.com,1.5,197,Sports
American Golf,www.americangolf.eu,1.5,167,Sports
NHL,shop.nhl.com,1.5,128,Sports
TaylorMade Golf,taylormadegolf.com,1.5,118,Sports
Gym Pros,gympros.com,1.5,114,Sports
Academy Sports + Outdoors,academy.com,1.5,109,Sports
Golftech,golftech.com,1.5,92,Sports
Sunnysports,www.sunnysports.com,1.5,63,Sports
VirtualTraining,rouvy.com,1.5,50,Sports
Alo Moves,alomoves.com,1.5,49,Sports
SummitBicycles.com,summitbicycles.com,1.5,47,Sports
TRX Training,www.trxtraining.com,1.5,42,Sports
Aero Precision,aeroprecisionusa.com,1.5,41,Sports
Matrix Fitness,uk.matrixfitness.com,1.5,34,Sports
Skate America,www.skateamerica.com,1.5,33,Sports
Scootcity,scootcity.com.au,1.5,32,Sports
Vip Store,vip-store.eu,1.5,31,Sports
Upper 90 Soccer,www.u90soccer.com,1.5,30,Sports
Big Daddy Unlimited,bigdaddyunlimited.com,1.5,30,Sports
Leisure Leagues,www.leisureleagues.net,1.5,30,Sports
Famiex,www.famiex.com,1.5,29,Sports
Getfittrack,getfittrack.com,1.4,1578,Sports
Juiced Bikes,juicedbikes.com,1.4,788,Sports
Beachbikes,www.beachbikes.net,1.4,665,Sports
WGT Golf,wgt.com,1.4,272,Sports
Deepmusclesmassager,deepmusclesmassager.com,1.4,220,Sports
La Sportiva,sportiva.com,1.4,105,Sports
Fitness Blowout,www.fitnessblowout.com,1.4,104,Sports
GolfBags.com,golfbags.com,1.4,97,Sports
National Basketball Association,www.nba.com,1.4,71,Sports
Fifa,store-eu.fifa.com,1.4,71,Sports
Active.com,active.com,1.4,57,Sports
Top King Boxing,www.topking.shop,1.4,51,Sports
Endomondo,www.helse.endomondo.com,1.4,50,Sports
VENT Fitness,ventfitness.com,1.4,49,Sports
aquasupercenter.com,aquasupercenter.com,1.4,46,Sports
Bloch Dancewear,blochworld.com,1.4,41,Sports
